fecha,autor,titulo,enlace,fuente_original,enlace_original
2022-02-17,Jagual Media,Sube precio de la gasolina 12 centavos en el último mes,https://jayfonseca.com/sube-precio-de-la-gasolina-12-centavos-en-el-ultimo-mes/,Primera Hora,https://www.primerahora.com/noticias/gobierno-politica/notas/incierto-predecir-cuando-bajara-la-gasolina/
2022-02-17,Jay Fonseca,Escucha las Noticias con Calle de hoy,https://jayfonseca.com/escucha-las-noticias-con-calle-de-hoy-18/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-17,Jagual Media,Vea el resumen de Noticias con Calle de hoy jueves 17 de febrero de 2022,https://jayfonseca.com/vea-el-resumen-de-noticias-con-calle-de-hoy-jueves-17-de-febrero-de-2022/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-17,Yennifer Álvarez,Piden renuncia de la Directora de la Autoridad de Tierras efectiva de inmediato,https://jayfonseca.com/piden-renuncia-de-la-directora-de-la-autoridad-de-tierras-efectiva-de-inmediato/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-17,Jagual Media,Presidente Comisión Cameral de Turismo pide destitución del director de la Comisión de Juegos y lo refiere a Ética,https://jayfonseca.com/presidente-comision-cameral-de-turismo-pide-destitucion-del-director-de-la-comision-de-juegos-y-lo-refiere-a-etica/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-17,Yennifer Álvarez,Stephanie del Valle contrademanda por más de $30 millones,https://jayfonseca.com/stephanie-del-valle-contrademanda-por-mas-de-30-millones/,Reaccionan Stephanie Del Valle y Wilnelia Merced a controversia legal sobre celebración de Miss Mundo en Puerto Rico,https://jayfonseca.com/reaccionan-stephanie-del-valle-y-wilnelia-merced-a-controversia-legal-sobre-celebracion-de-miss-mundo-en-puerto-rico/
2022-02-16,Cynthia López Cabán,Dueño de Yatea se declara culpable por intentar tener sexo con menores,https://jayfonseca.com/dueno-de-yatea-se-declara-culpable-por-intentar-tener-sexo-con-menores/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-16,Jagual Media,Sin atender proyecto senatorial que crearía un fondo para mitigar alza del costo de energía,https://jayfonseca.com/sin-atender-proyecto-senatorial-que-crearia-un-fondo-para-mitigar-alza-del-costo-de-energia/,El Vocero,https://www.elvocero.com/gobierno/agencias/preocupa-el-alza-del-petr-leo/article_42e8d024-8ed1-11ec-8388-2bd52946d9a0.html
2022-02-16,Jagual Media,Stephanie del Valle desconoce si se celebrará Miss Mundo en Puerto Rico y rechaza haber cometido fraude,https://jayfonseca.com/stephanie-del-valle-desconoce-si-se-celebrara-miss-mundo-en-puerto-rico-y-rechaza-haber-cometido-fraude/,Noticel,https://www.noticel.com/ahora/20220215/habla-stephanie-del-valle-no-es-justo-lo-que-me-han-hecho/
2022-02-16,Jagual Media,Más de 700 desahucios en 2021,https://jayfonseca.com/mas-de-700-desahucios-en-2021/,.Primera Hora,https://www.primerahora.com/noticias/gobierno-politica/notas/en-riesgo-de-desaparecer-los-fondos-para-ayudar-a-pagar-la-renta/https://www.primerahora.com/noticias/gobierno-politica/notas/advierten-de-crisis-de-alquiler/
2022-02-16,Jagual Media,"Cámara aprueba barril de $50 millones, mientras gobernador desconocía Omar Marrero había respaldado la medida que da dinero a legisladores",https://jayfonseca.com/camara-aprueba-barril-de-50-millones-mientras-gobernador-desconocia-omar-marrero-habia-respaldado-la-medida-que-da-dinero-a-legisladores/,Metro,https://www.metro.pr/noticias/2022/02/15/pierluisi-afirma-que-ignoraba-que-omar-marrero-habia-favorecido-el-barril-de-tocino-de-50-millones/
2022-02-16,Jagual Media,Vea aquí el resumen de Noticias con Calle de hoy 16 de febrero de 2022,https://jayfonseca.com/vea-aqui-el-resumen-de-noticias-con-calle-de-hoy-16-de-febrero-de-2022/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-16,Jagual Media,Desestiman cargos contra el ex boxeador Juanma López,https://jayfonseca.com/desestiman-cargos-contra-el-ex-boxeador-juanma-lopez/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-16,Jagual Media,Reunión del Comité de Diálogo culmina sin acuerdos sobre el retiro de los maestros,https://jayfonseca.com/reunion-del-comite-de-dialogo-culmina-sin-acuerdos-sobre-el-retiro-de-los-maestros/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/reunion-del-comite-de-dialogo-culmina-sin-acuerdos-sobre-el-retiro-de-los-maestros/
2022-02-16,Milly Méndez,Aún sin saber si fue suicidio o asesinato,https://jayfonseca.com/aun-sin-saber-si-fue-suicidio-o-asesinato/,Vea el reportaje de Milly Méndez en Cuarto Poder Wapa TV,https://www.wapa.tv/programas/cuartopoder/-que-paso-con-melissa-belen---_20131122520905.html
2022-02-16,Hermes Ayala Guzmán,El costo de las balaceras en Puerto Rico,https://jayfonseca.com/el-costo-de-las-balaceras-en-puerto-rico/,Vea aquí el reportaje de Hermes Ayala en Cuarto Poder por Wapa TV,https://www.wapa.tv/programas/cuartopoder/el-costo-de-los-balazos_20131122525291.html
2022-02-16,Cynthia López Cabán,Delegación PNP en Senado votará contra medida que da paso al pago de la deuda,https://jayfonseca.com/delegacion-pnp-en-senado-votara-contra-medida-que-da-paso-al-pago-de-la-deuda/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-16,Milly Méndez,En plena crisis fiscal gastos alegres en la UPR,https://jayfonseca.com/en-plena-crisis-fiscal-gastos-alegres-en-la-upr/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-16,Cynthia López Cabán,Senado confirma a Eliezer Ramos Parés como secretario de Educación,https://jayfonseca.com/senado-confirma-a-eliezer-ramos-pares-como-secretario-de-educacion/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-16,Katriana Vélez,"El equipo y el personal está, pero no comienzan las quimioterapias en Vieques",https://jayfonseca.com/el-equipo-y-el-personal-esta-pero-no-comienzan-las-quimioterapias-en-vieques/,Vea el reportaje de Katriana Vélez en Cuarto Poder ,https://www.wapa.tv/programas/cuartopoder/sin-quimioterapias-en-vieques_20131122525303.html
2022-02-16,Jagual Media,Recursos Humanos con Calle: Relaciones personales en el trabajo,https://jayfonseca.com/recursos-humanos-con-calle-relaciones-personales-en-el-trabajo/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-16,Cynthia López Cabán,"Senado confirma 20 nombramientos, tres son recomendaciones de su presidente",https://jayfonseca.com/senado-confirma-20-nombramientos-tres-son-recomendaciones-de-su-presidente/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-15,Jagual Media,No hay fecha cierta para refinanciar la deuda de COFINA,https://jayfonseca.com/no-hay-fecha-cierta-para-refinanciar-la-deuda-de-cofina/,El Nuevo Día,https://www.elnuevodia.com/negocios/economia/notas/aafaf-confirma-que-analiza-refinanciar-la-deuda-de-cofina/
2022-02-15,Jagual Media,Impacto de la inflación en el bolsillo de los puertorriqueños,https://jayfonseca.com/impacto-de-la-inflacion-en-el-bolsillo-de-los-puertorriquenos/,El Vocero,https://www.elvocero.com/economia/finanzas/en-jaque-el-bolsillo-del-consumidor-boricua/article_54fde6fc-8e11-11ec-ab1e-f7f33bb49dde.html
2022-02-15,Jagual Media,Gobernador no firmará la resolución que incluye el barril legislativo impulsado por la Cámara,https://jayfonseca.com/gobernador-no-firmara-la-resolucion-que-incluye-el-barril-legislativo-impulsado-por-la-camara/,Metro PR,https://www.metro.pr/noticias/2022/02/14/gobernador-adelanta-que-no-firmara-la-resolucion-que-incluye-el-barril-legislativo-impulsado-por-la-camara/
2022-02-15,Jagual Media,Visto bueno para secretario de Educación en Comisión de Nombramientos del Senado,https://jayfonseca.com/visto-bueno-para-secretario-de-educacion-en-comision-de-nombramientos-del-senado/,El Vocero,https://www.elvocero.com/gobierno/legislatura/la-comisi-n-de-nombramientos-favorece-la-designaci-n-del-secretario-de-educaci-n/article_b78345be-8dc2-11ec-b009-df8a28e7f813.html
2022-02-15,Jagual Media,Salud revisa duplicación en base de datos de vacunados,https://jayfonseca.com/salud-revisa-duplicacion-en-base-de-datos-de-vacunados/,El Vocero,https://www.elvocero.com/gobierno/agencias/detectan-duplicaci-n-en-la-base-de-vacunas/article_bde67b5a-8dff-11ec-abac-1b038bf5b4e3.html
2022-02-15,Jagual Media,Más del 30% de los menores de 5 a 11 años no se ha vacunado contra el COVID-19,https://jayfonseca.com/mas-del-30-de-los-menores-de-5-a-11-anos-no-se-ha-vacunado-contra-el-covid-19/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/mas-del-30-de-los-menores-de-5-a-11-anos-no-se-ha-vacunado-contra-el-covid-19/
2022-02-15,Jay Fonseca,Escucha las Noticias con Calle de hoy,https://jayfonseca.com/escucha-las-noticias-con-calle-de-hoy-17/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-15,Jagual Media,Vea aquí el resumen de las Noticias con Calle de hoy 15 de febrero de 2022,https://jayfonseca.com/vea-aqui-el-resumen-de-las-noticias-con-calle-de-hoy-15-de-febrero-de-2022/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-15,Cynthia López Cabán,FEI presenta seis denuncias contra exsecretario de Hacienda Raúl Maldonado,https://jayfonseca.com/fei-presenta-seis-denuncias-contra-exsecretario-de-hacienda-raul-maldonado/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-15,Jagual Media,Gobierno arranca nuevo ciclo contributivo con “makeover” de plataforma de Hacienda,https://jayfonseca.com/gobierno-arranca-nuevo-ciclo-contributivo-con-makeover-de-plataforma-de-hacienda/,www.hacienda.pr.gov,http://www.hacienda.pr.gov
2022-02-15,Cynthia López Cabán,Gobernador anuncia aumento de salario a paramédicos,https://jayfonseca.com/gobernador-anuncia-aumento-de-salario-a-paramedicos/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-15,Milly Méndez,Aprobada la resolución que mantendrá barril de $50 millones y agiliza pago de la deuda,https://jayfonseca.com/camara-mantendra-barril-de-50-millones-en-resolucion-que-agiliza-pago-de-la-deuda/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-15,Cynthia López Cabán,Causa para arresto contra exsecretario de Hacienda Raúl Maldonado,https://jayfonseca.com/causa-para-arresto-contra-exsecretario-de-hacienda-raul-maldonado/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-15,Milly Méndez,Tatito Hernández advierte recorte a asignación de fondos a legisladores,https://jayfonseca.com/tatito-hernandez-advierte-recorte-a-asignacion-de-fondos-a-legisladores/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-15,Jagual Media,Federales incautan celular de exgobernadora Wanda Vázquez,https://jayfonseca.com/federales-incautan-celular-de-exgobernadora-wanda-vazquez/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-14,Jagual Media,Junta Fiscal pide que se consoliden agencias relacionadas a la salud,https://jayfonseca.com/junta-fiscal-pide-que-se-consoliden-agencias-relacionadas-a-la-salud/,El Vocero,https://www.elvocero.com/gobierno/agencias/la-junta-de-control-fiscal-pide-reformas-estructurales-en-el-departamento-de-salud/article_4e2ac14a-8d2d-11ec-9770-37c4a64e8710.html
2022-02-14,Jagual Media,Protestan hoy lo meseros y otros que empatan la pelea con propinas,https://jayfonseca.com/protestan-hoy-lo-meseros-y-otros-que-empatan-la-pelea-con-propinas/,Primera Hora,https://www.primerahora.com/noticias/gobierno-politica/notas/meseros-camareras-y-bartenders-reclaman-ser-igualados-al-salario-minimo/
2022-02-14,Jagual Media,Estafas por aplicaciones de citas cada vez más comunes,https://jayfonseca.com/estafas-por-aplicaciones-de-citas-cada-vez-mas-comunes/,Primera Hora,https://www.primerahora.com/noticias/policia-tribunales/notas/cuidado-con-las-estafas-cuando-buscas-el-amor-por-internet/
2022-02-14,Jagual Media,Se espera hoy la Comisión de Nombramientos vote por nominación de Secretario de Educación,https://jayfonseca.com/se-espera-hoy-la-comision-de-nombramientos-vote-por-nominacion-de-secretario-de-educacion/,El Nuevo Día,https://www.elnuevodia.com/noticias/legislatura/notas/la-comision-de-nombramientos-atenderia-informe-sobre-designacion-de-secretario-de-educacion/
2022-02-14,Jagual Media,"Disponible todavía ayuda para el pago de renta, luz y agua",https://jayfonseca.com/disponible-todavia-ayuda-para-el-pago-de-renta-luz-y-agua/,www.ayudaparaturenta.comEl Nuevo Día,http://www.ayudaparaturenta.com/https://www.elnuevodia.com/noticias/gobierno/notas/aun-esta-disponible-la-ayuda-federal-para-el-pago-de-renta-luz-y-agua/
2022-02-14,Jagual Media,"A vacunarse con refuerzo empleados de gimnasios, barberías, salones de belleza, spas, centros de cuido y casinos",https://jayfonseca.com/a-vacunarse-con-refuerzo-empleados-de-gimnasios-barberias-salones-de-belleza-spas-centros-de-cuido-y-casinos/,Metro,https://www.metro.pr/noticias/2022/02/13/pierluisi-amplia-mandato-de-refuerzo-de-la-vacuna-contra-covid-19-en-diversos-sectores/
2022-02-14,Jagual Media,Dos muertes y 203 hospitalizados,https://jayfonseca.com/dos-muertes-y-203-hospitalizados/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-14,Hermes Ayala Guzmán,Un botín debajo del carro… se disparan los robos y la piratería con los “catalíticos”,https://jayfonseca.com/un-botin-debajo-del-carro-se-disparan-los-robos-y-la-pirateria-con-los-cataliticos/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-14,Jay Fonseca,Escucha las Noticias con Calle de hoy,https://jayfonseca.com/escucha-las-noticias-con-calle-de-hoy-16/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-14,Cynthia López Cabán,Ya hay fila de jueces y juezas para retirarse antes del 15 de marzo,https://jayfonseca.com/ya-hay-fila-de-jueces-y-juezas-para-retirarse-antes-del-15-de-marzo/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-14,Yennifer Álvarez,Ordenan demoler piscina en condominio Sol y Playa en Rincón,https://jayfonseca.com/ordenan-demoler-piscina-en-condominio-sol-y-playa-en-rincon/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-14,Milly Méndez,OGP busca $300 mil para evitar el cierre del Centro de Diabetes,https://jayfonseca.com/se-buscan-300-mil-para-evitar-el-cierre-del-centro-de-diabetes/,Vea aquí a Jay Fonseca y Milly Méndez en Los datos son los datos,https://www.wapa.tv/programas/losdatossonlosdatos/-que-ha-pasado-con-el-centro-de-diabetes-_20131122525162.html
2022-02-14,Ámbar Suárez Cubillé,$37.7 millones para Rescate Cultural,https://jayfonseca.com/37-7-millones-para-rescate-cultural/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-14,Jagual Media,Vea aquí el resumen de Noticias con Calle de hoy 14 de febrero de 2022,https://jayfonseca.com/vea-aqui-el-resumen-de-noticias-con-calle-de-hoy-14-de-febrero-de-2022/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-12,Hermes Ayala Guzmán,Manifestantes se dan cita en Dorado para reclamar acceso a las playas,https://jayfonseca.com/manifestantes-se-dan-cita-en-dorado-para-reclamar-acceso-a-las-playas/,Vea el vídeo de la manifestación,https://www.facebook.com/plugins/video.php?height=314&href=https%3A%2F%2Fwww.facebook.com%2FHermesAyalaMedios%2Fvideos%2F5458054697542001%2F&show_text=false&width=560&t=0
2022-02-11,Jagual Media,Presidente de la Cámara tira la papa caliente a  la Junta Fiscal sobre aumento de salario a empleados públicos,https://jayfonseca.com/presidente-de-la-camara-tira-la-papa-caliente-a-la-junta-fiscal-sobre-aumento-de-salario-a-empleados-publicos/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-11,Cynthia López Cabán,Fondo de retiro de policías todavía espera por su tajada de licencias de tragamonedas,https://jayfonseca.com/fondo-de-retiro-de-policias-todavia-espera-por-su-tajada-de-licencias-de-tragamonedas/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-11,Jagual Media,Bajan hospitalizaciones pero se reportan 14 muertes por COVID-19,https://jayfonseca.com/bajan-hospitalizaciones-pero-se-reportan-14-muertes-por-covid-19/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-11,Jagual Media,Puerto Rico es una égida,https://jayfonseca.com/puerto-rico-es-una-egida/,El Vocero,https://www.elvocero.com/economia/otros/en-un-futuro-no-tan-lejano-la-isla-se-encamina-a-ser-una-gida-insostenible/article_4ceb045e-8ad3-11ec-b84f-fb61ff412325.html
2022-02-11,Jagual Media,Familiares del hombre que ​​falleció acompañado por su mascota frente a Centro Médico no era deambulante,https://jayfonseca.com/familiares-del-hombre-que-%e2%80%8b%e2%80%8bfallecio-acompanado-por-su-mascota-frente-a-centro-medico-no-era-deambulante/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/recuerdan-a-juan-otero-otero-quien-fallecio-frente-a-centro-medico-como-un-hombre-extremadamente-solidario/
